,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
4316,music/NewAge/The_Wimshursts_Machine-Mystical_Seamp3,0.1794229153290132, G, minor,0.1397075887676955,0.032967755136849665, 90.0008010864,0.7622598687380243,0.17071503330255006,0.02993681386658831,0.9351423185285361,5.792591246960803e-12,0.28126903670938125
4317,music/Religious/Hymns_on_Guitar-Ebenezermp3,0.20454512078183243, A, minor,0.16129032258064516,0.07369357921042809, 90.0525131226,0.6187257853057009,0.19815337341612885,0.04425462158395209,0.9494902399786467,7.816896249573408e-12,0.2812691303581439
4318,music/Religious/Hymns_on_Guitar-Picardy_-_Let_All_Mortal_Flesh_Keep_Silentmp3,0.18759137873462617, A, minor,0.15827338129496402,0.07994385509891364, 89.930557251,0.6439332348487287,0.1766089065546348,0.04492216813808595,0.9588858009929516,8.617655786828684e-12,0.2812698407089403
4319,music/Folk/Steve_Massey-Crooked_River_Railroadmp3,0.16716021916692206, D#, major,0.17451844975632397,0.0629967785096241, 71.9128494263,0.5670668565426108,0.16477880138262613,0.13915680619213958,0.974506853920903,2.3251486481271287e-12,0.28127309568418435
4320,music/Songs/Metal/Guitar&Buckethead/AlexStarbard-Reflectionsmp3,0.13158939032052083, G, minor,0.1568809468554189,0.03556155359572486, 135.02545166,0.8088451291469337,0.12325837115087429,0.04780687646070663,0.9462595717686625,1.4893803133090392e-12,0.2812752299125414
4321,music/Songs/Metal/Guitar&Buckethead/AlexStarbard-Reflectionsmp3,0.13158939032052083, G, minor,0.1568809468554189,0.03556155359572486, 135.02545166,0.8088464746592929,0.12325837115087429,0.04780687646070663,0.9462595717686625,1.4893803133090392e-12,0.2812753981015863
4322,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-July/PigSquealsAndBreakdowns-July-11HollowWorld-BladeofWintermp3,0.1804793756806635, E, minor,0.1462056161522395,0.023862169557868195, 140.10043335,0.8377951213170869,0.17867654859981785,0.02161182995973331,0.8615747244197037,1.2132115499955031e-12,0.28127567321104074
4323,music/Metal&Rock/Metalcore/BringMeTheHorizon-ThatsTheSpirit/07_BringMeTheHorizon_Avalanchemp3,0.18752858375369857, C, minor,0.13413785100951497,0.037095345196727574, 161.499633789,0.6432409687399183,0.15632562844581485,0.14039659695225798,0.9514868586202138,8.37796496309878e-13,0.28127647908987297
4324,music/Alternative&Punk/Azure_Ray-Sea_Of_Doubtsmp3,0.16178848973215795, C, major,0.15270364353678348,0.10731304183884274, 111.0519104,0.7048404393118552,0.14044795807331095,0.031429303248978836,0.9517122570408247,8.301636279759536e-12,0.28127939159888193
4325,music/Metal&Rock/MelodicDeathMetal/Soilwork/Soilwork-ThePanicBroadcast/02TwoLivesWorthofReckoningmp3,0.1861495217108932, F, major,0.16152239498723603,0.03935189221755569, 150.632476807,0.7080547648370424,0.17487541712414845,0.01622135855140431,0.9641340254437512,2.486001408176802e-12,0.28128867185931467
4326,music/Metal&Rock/Noise/Frontierer-OrangeMathematics/11Exposure&Aperturemp3,0.18767756635062133, G, minor,0.16500348108609886,0.04470797059105564, 84.8140029907,0.6035016752146377,0.15585400158629076,0.10468234161542313,0.9888828662021304,3.6915022918568636e-12,0.2812887378312437
4327,music/Religious/Randy_Vild-We_Must_Not_Fallawaymp3,0.20726849697384367, A, minor,0.14086795080064982,0.03652898009976521, 143.680877686,0.6581698941195624,0.236059296866941,0.03617072072159149,0.9352876233306465,3.2492236825067592e-12,0.28129412036453116
4328,music/Modern&Soundtrack/Soundtrack/TheBannerSaga-Soundtrack/14ALongWalkStillsOurHeartsmp3,0.18267224462645493, F#, minor,0.17359016012996054,0.11297863096462202, 90.0704116821,0.5880087731545858,0.24239349505625649,0.027156365442943278,0.9236083963666862,2.1397544202375872e-11,0.28130100822036336
4329,music/Metal&Rock/AlternativeMetal/LinkinPark-NewDivide/02-LinkinPark-NewDivide(Instrumental)mp3,0.20546487666062632, A#, major,0.13483406822928753,0.038810762470756155, 117.968933105,0.808256881493585,0.14370798283552047,0.11591453525123671,0.8034796798207987,1.2797192541103129e-12,0.28130859834538635
4330,music/Metal&Rock/PowerMetal/Helloween-RideTheSky/RidetheSky-TheVeryBestof1985-1998Disc2/Helloween-MrEgo(TakeMeDown)mp3,0.16192658853446304, F#, minor,0.1387792991413321,0.02576716766468839, 96.0266723633,0.7990837474837625,0.12675698118625833,0.04723785088372147,0.9509231317516563,6.110307852801996e-13,0.2813093458308117
4331,music/Metal&Rock/FolkMetal/Sólstafir-Ótta/04_Sólstafir_Dagmálmp3,0.14273387438933385, D#, major,0.1626827570201903,0.06663330871304897, 150.14704895,0.6755019045727445,0.13262595378978684,0.12328464472328489,0.9470455967950524,2.8961395008058063e-12,0.2813135050007923
4332,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/8-GrzegorzMazur-MondayCigarettemp3,0.2674427002820839, F, minor,0.17103736365746114,0.11280624530081926, 163.439880371,0.48619359418125935,0.16217173716970346,0.08865737742629533,0.9622114531943311,1.0685023561352864e-11,0.2813150589028298
4333,music/Country/Eddie_G-Dear_Mammamp3,0.14298052023454907, D, major,0.15223949872360176,0.0658778225434042, 92.0272598267,0.7398226221406957,0.17122900351586132,0.021761351224915473,0.9566294110359238,2.4842896804609316e-12,0.28131752867767945
4334,music/World/Theomia-Solo_contigo__-_Only_with_yoump3,0.20247625687665227, C, major,0.15177535391042005,0.10703456189111078, 110.405784607,0.5887990029132413,0.2003769737669064,0.056694719322019485,0.943461838168138,2.7539954076518596e-11,0.2813273383595035
4335,music/Modern&Soundtrack/Soundtrack/Hobbit-BattleOfTheFiveArmies/10_HowardShore_TheCloudsBurstmp3,0.2184734889220425, A, major,0.14388489208633093,0.06184667976783174, 119.853736877,0.5739334718659058,0.23071784741274604,0.07596046595695737,0.9458665782765072,7.29974356642298e-12,0.28133542803695266
4336,music/Soundtracks&More/Erin_Hollins-Nocturnemp3,0.18057649724701186, F#, minor,0.15409607797632863,0.0830718767985544, 152.886413574,0.648893259159032,0.17701203365955123,0.06615403314511281,0.9408960138704539,6.939984258346369e-12,0.2813374739828731
4337,music/Blues/Da_Bottomfeeders-Pocket_Change_Bluesmp3,0.14741861068291487, E, major,0.14110002320724066,0.06487462747458217, 129.080093384,0.7460958665135818,0.1551574266169005,0.0276902664019594,0.9683798240451822,3.4620794017706792e-12,0.28133958061822795
4338,music/Modern&Soundtrack/Soundtrack/Hobbit-DesolationOfSmaug/02_HowardShore_GirionLordofDale[ExtendedVersion]mp3,0.2361914639432022, D, minor,0.14063587839405894,0.08446285328304592, 111.926994324,0.5354232521302824,0.2598455878010957,0.05003196881506125,0.9441332633703963,1.2071640181146895e-11,0.28134053346865173
4339,music/Metal&Rock/PowerMetal/Dragonforce-InhumanRampage/Dragonforce-RevolutionDeathsquadmp3,0.15570378648518796, C, major,0.15223949872360176,0.02053654378577902, 99.8715591431,0.7600252314617636,0.14750807295565369,0.05848537891865664,0.9562372954061797,1.0885078237588881e-12,0.28134197596723887
4340,music/Modern&Soundtrack/Soundtrack/DreamfallSoundtrack/09-Marcuriamp3,0.2316499824615424, F, minor,0.15618472963564634,0.06462285663584315, 117.482917786,0.55808840782107,0.2601953607488351,0.03489599865455509,0.9451655680751709,8.754118711843769e-12,0.28135036300517713
4341,music/Songs/Metal/Folk/Grimner-Eldhjärtamp3,0.2057875385386641, A, major,0.14226038524019494,0.024443349283147352, 114.898254395,0.7008433360964638,0.20497805006298364,0.016441613538346146,0.9560855146403254,1.1575580733128368e-12,0.28135497342516036
4342,music/Songs/Metal/Folk/Grimner-Eldhjärtamp3,0.2057875385386641, A, major,0.14226038524019494,0.024443349283147352, 114.898254395,0.7008433360964638,0.20497805006298364,0.016441613538346146,0.9560855146588612,1.1575580733128368e-12,0.2813549734274773
4343,music/Folk/Guitarist_-_Michael_Lancaster-Embryonic_Journeymp3,0.20104206364931365, D, major,0.16686006033882572,0.09107588646246993, 143.896240234,0.5707795908959322,0.2503880887058499,0.050982131292999625,0.9198350301760395,8.108784266979825e-12,0.2813703564411924
4344,music/Metal&Rock/MelodicDeathMetal/InMourning/InMourning-Afterglow/07Afterglowmp3,0.1361562506043766, D, minor,0.15177535391042005,0.04925436436692409, 139.958068848,0.8448855056958126,0.10698016940526837,0.05244278476167647,0.9094700782918869,2.673568358332067e-12,0.2813705633798798
4345,music/Metal&Rock/PowerMetal/Helloween-RideTheSky/RidetheSky-TheVeryBestof1985-1998Disc1/Helloween-MarchofTimemp3,0.15008158933815854, A, major,0.15386400556973776,0.024792067933871696, 147.596939087,0.763037574881644,0.12546393154839278,0.07028892269684381,0.9636096440013637,7.421554753238187e-13,0.2813922169963443
4346,music/World/The_Forgotton_Celts-Black_Velvet_Bandmp3,0.20144738217956282, G, major,0.1397075887676955,0.05389938262421544, 184.570739746,0.7000421352370332,0.17044290259846384,0.029109314499682005,0.9565186310213518,2.382114173027212e-12,0.2813959171162983
4347,music/Blues/Lewis_Ray_Cammarata-Monster_in_Disguisemp3,0.15247572321962588, B, minor,0.1524715711301926,0.1205212749942222, 122.197349548,0.7074758322692573,0.13993109350417118,0.03504915900027257,0.9432673094441432,1.1326074884560563e-11,0.28139899544665137
4348,music/Songs/Metal/Guitar&Buckethead/AlexSchmeia-HideandSeekmp3,0.17953765158969207, E, minor,0.15177535391042005,0.05117612899669443, 161.646835327,0.6713940553400953,0.20515151233001708,0.03290408533909658,0.9593268023175451,2.413347367065253e-12,0.28140819872824674
